,Race,Gender,Year,JobType
48096,Minority,Men,2015,Unskilled
33612,White,Women,2015,Semi-Skilled
67298,White,Men,2007,Unskilled
3674,White,Men,2007,Skilled
4436,Minority,Women,2007,Skilled
28962,White,Men,2015,Semi-Skilled
50411,Minority,Women,2015,Unskilled
49984,Minority,Women,2015,Unskilled
75569,White,Women,2007,Unskilled
6184,White,Men,2007,Skilled
26727,White,Women,2007,Semi-Skilled
51259,Minority,Women,2015,Unskilled
50578,Minority,Women,2015,Unskilled
54170,White,Men,2015,Unskilled
6098,White,Men,2007,Skilled
65185,White,Women,2015,Semi-Skilled
19733,White,Women,2015,Skilled
35229,Minority,Women,2007,Unskilled
25778,White,Women,2007,Semi-Skilled
80820,White,Women,2015,Unskilled
43097,White,Women,2015,Semi-Skilled
49764,White,Men,2007,Unskilled
34316,White,Men,2007,Semi-Skilled
26095,Minority,Men,2007,Semi-Skilled
56102,White,Men,2007,Semi-Skilled
45840,White,Women,2015,Semi-Skilled
81840,White,Women,2015,Unskilled
74903,White,Women,2007,Unskilled
28179,White,Men,2015,Semi-Skilled
15180,Minority,Women,2007,Semi-Skilled
23117,White,Men,2007,Semi-Skilled
32418,White,Women,2015,Semi-Skilled
826,White,Men,2007,Skilled
40959,Minority,Men,2007,Unskilled
42872,White,Men,2015,Semi-Skilled
12335,Minority,Women,2015,Semi-Skilled
40360,Minority,Men,2007,Unskilled
78236,White,Women,2007,Unskilled
4656,Minority,Women,2007,Skilled
35492,Minority,Women,2007,Unskilled
30200,Minority,Men,2015,Semi-Skilled
75025,White,Women,2007,Unskilled
50582,Minority,Women,2015,Unskilled
39189,Minority,Women,2015,Unskilled
52211,White,Men,2015,Unskilled
4883,Minority,Women,2007,Skilled
49315,Minority,Women,2015,Unskilled
38221,Minority,Men,2015,Unskilled
52523,Minority,Women,2015,Unskilled
62476,White,Men,2015,Semi-Skilled
37347,White,Women,2007,Semi-Skilled
67792,White,Men,2007,Unskilled
38190,White,Women,2007,Semi-Skilled
51137,White,Men,2007,Unskilled
39860,White,Women,2007,Semi-Skilled
44373,Minority,Women,2007,Unskilled
29314,White,Men,2015,Semi-Skilled
38186,White,Women,2007,Semi-Skilled
63,White,Men,2007,Skilled
3137,White,Men,2007,Skilled
20237,White,Women,2015,Skilled
75069,White,Women,2007,Unskilled
53570,White,Men,2015,Unskilled
45789,White,Women,2015,Semi-Skilled
20091,White,Women,2015,Skilled
20430,White,Women,2015,Skilled
36093,White,Women,2007,Semi-Skilled
69847,White,Men,2015,Unskilled
32861,White,Women,2015,Semi-Skilled
11549,White,Men,2015,Skilled
46460,Minority,Men,2015,Unskilled
34513,Minority,Men,2007,Unskilled
8698,White,Men,2015,Skilled
44221,Minority,Women,2007,Unskilled
54155,White,Men,2015,Unskilled
5599,Minority,Men,2015,Skilled
17512,White,Women,2007,Skilled
37144,White,Women,2007,Semi-Skilled
58541,White,Men,2007,Semi-Skilled
48696,Minority,Women,2015,Unskilled
82122,White,Women,2015,Unskilled
4526,White,Men,2007,Skilled
43617,White,Women,2015,Semi-Skilled
77357,White,Women,2007,Unskilled
33459,White,Women,2015,Semi-Skilled
26466,White,Women,2007,Semi-Skilled
2394,White,Women,2015,Skilled
41442,White,Men,2015,Semi-Skilled
37876,Minority,Men,2015,Unskilled
74015,White,Men,2007,Unskilled
2812,White,Men,2007,Skilled
20101,White,Women,2015,Skilled
65877,White,Women,2015,Semi-Skilled
43427,Minority,Women,2007,Unskilled
19694,Minority,Women,2015,Semi-Skilled
28197,Minority,Men,2015,Semi-Skilled
72975,White,Men,2007,Unskilled
77784,White,Women,2007,Unskilled
66669,White,Men,2007,Unskilled
76183,White,Women,2007,Unskilled
26216,Minority,Men,2007,Semi-Skilled
25779,White,Women,2007,Semi-Skilled
44965,Minority,Women,2007,Unskilled
50077,White,Men,2007,Unskilled
59281,White,Men,2007,Semi-Skilled
26727,Minority,Men,2007,Semi-Skilled
43733,Minority,Women,2007,Unskilled
35393,White,Men,2007,Semi-Skilled
14290,Minority,Women,2007,Semi-Skilled
28544,White,Men,2015,Semi-Skilled
50127,White,Men,2007,Unskilled
47374,Minority,Men,2015,Unskilled
424,Minority,Men,2007,Skilled
4243,Minority,Men,2007,Skilled
7401,White,Women,2007,Skilled
79957,White,Men,2015,Unskilled
10615,White,Men,2015,Skilled
63963,White,Men,2015,Semi-Skilled
69459,White,Men,2015,Unskilled
46687,White,Women,2015,Semi-Skilled
41572,Minority,Men,2007,Unskilled
66814,White,Men,2007,Unskilled
18696,Minority,Women,2015,Semi-Skilled
8691,Minority,Women,2007,Semi-Skilled
70921,White,Men,2015,Unskilled
39809,White,Women,2007,Semi-Skilled
31193,White,Women,2015,Semi-Skilled
8141,Minority,Women,2007,Semi-Skilled
45837,Minority,Men,2015,Unskilled
10863,White,Men,2015,Skilled
78326,White,Men,2015,Unskilled
10359,Minority,Men,2015,Semi-Skilled
83729,White,Women,2015,Unskilled
53809,White,Men,2015,Unskilled
42933,White,Women,2015,Semi-Skilled
31565,White,Women,2015,Semi-Skilled
3620,White,Men,2007,Skilled
22113,Minority,Men,2007,Unskilled
20308,White,Women,2015,Skilled
16611,Minority,Women,2007,Semi-Skilled
13561,Minority,Men,2007,Semi-Skilled
31002,White,Women,2015,Semi-Skilled
52038,White,Men,2015,Unskilled
3448,Minority,Women,2015,Skilled
25773,Minority,Men,2007,Semi-Skilled
72476,White,Men,2007,Unskilled
42420,White,Men,2015,Semi-Skilled
29891,White,Men,2015,Semi-Skilled
31161,Minority,Women,2015,Semi-Skilled
1971,White,Men,2015,Skilled
13343,White,Women,2015,Skilled
74448,White,Men,2007,Unskilled
38748,White,Women,2007,Semi-Skilled
20797,Minority,Women,2015,Semi-Skilled
13370,Minority,Men,2007,Semi-Skilled
40651,White,Women,2007,Semi-Skilled
13907,White,Women,2015,Skilled
55003,White,Men,2015,Unskilled
48290,Minority,Men,2015,Unskilled
41781,White,Men,2015,Semi-Skilled
45438,White,Women,2015,Semi-Skilled
43819,White,Women,2015,Semi-Skilled
45175,Minority,Women,2007,Unskilled
29368,Minority,Men,2015,Semi-Skilled
22735,Minority,Women,2007,Unskilled
73071,White,Men,2007,Unskilled
67724,White,Men,2007,Unskilled
28668,Minority,Men,2015,Semi-Skilled
12449,White,Women,2015,Skilled
4535,Minority,Women,2007,Skilled
50360,White,Men,2007,Unskilled
15848,Minority,Women,2007,Semi-Skilled
7613,Minority,Men,2007,Semi-Skilled
43028,White,Women,2015,Semi-Skilled
23212,Minority,Men,2015,Unskilled
49491,White,Men,2007,Unskilled
25430,White,Women,2007,Semi-Skilled
5056,Minority,Women,2007,Skilled
4606,Minority,Women,2007,Skilled
23621,Minority,Men,2015,Unskilled
49391,White,Men,2007,Unskilled
44872,White,Women,2015,Semi-Skilled
44544,White,Women,2015,Semi-Skilled
35559,Minority,Women,2007,Unskilled
72264,White,Men,2007,Unskilled
7954,Minority,Women,2007,Semi-Skilled
936,Minority,Men,2007,Skilled
10780,White,Men,2015,Skilled
68030,White,Men,2007,Unskilled
4038,Minority,Men,2007,Skilled
13137,White,Women,2015,Skilled
66102,White,Men,2007,Unskilled
68719,White,Women,2007,Unskilled
42003,White,Men,2015,Semi-Skilled
77231,White,Women,2007,Unskilled
75774,White,Women,2007,Unskilled
20773,White,Women,2015,Skilled
82536,White,Women,2015,Unskilled
30570,White,Men,2015,Semi-Skilled
75197,White,Women,2007,Unskilled
50791,Minority,Women,2015,Unskilled
2490,Minority,Men,2015,Skilled
17789,Minority,Men,2015,Semi-Skilled
6352,White,Women,2007,Skilled
38515,Minority,Women,2015,Unskilled
34094,Minority,Men,2007,Unskilled
79920,White,Men,2015,Unskilled
49839,Minority,Women,2015,Unskilled
14637,White,Women,2015,Skilled
82755,White,Women,2015,Unskilled
61283,White,Men,2015,Semi-Skilled
11029,White,Men,2015,Skilled
62844,White,Men,2015,Semi-Skilled
28805,Minority,Men,2015,Semi-Skilled
57859,White,Men,2007,Semi-Skilled
23003,Minority,Men,2015,Unskilled
13447,White,Women,2015,Skilled
41244,Minority,Men,2007,Unskilled
79288,White,Men,2015,Unskilled
9994,Minority,Men,2015,Semi-Skilled
44644,Minority,Women,2007,Unskilled
46277,Minority,Men,2015,Unskilled
15785,Minority,Women,2007,Semi-Skilled
52654,White,Men,2015,Unskilled
32074,Minority,Men,2007,Unskilled
10248,White,Men,2015,Skilled
11997,White,Men,2015,Skilled
52188,Minority,Women,2015,Unskilled
24670,White,Women,2007,Semi-Skilled
79142,White,Men,2015,Unskilled
8136,Minority,Women,2007,Semi-Skilled
37538,Minority,Men,2015,Unskilled
28889,White,Men,2015,Semi-Skilled
13388,Minority,Men,2007,Semi-Skilled
44900,White,Women,2015,Semi-Skilled
5316,White,Men,2007,Skilled
43236,Minority,Women,2007,Unskilled
76137,White,Women,2007,Unskilled
17426,White,Women,2007,Skilled
61781,White,Men,2015,Semi-Skilled
33432,Minority,Men,2007,Unskilled
44282,White,Women,2015,Semi-Skilled
28270,White,Men,2015,Semi-Skilled
41644,Minority,Men,2007,Unskilled
17154,Minority,Men,2015,Semi-Skilled
14905,Minority,Women,2007,Semi-Skilled
83800,White,Women,2015,Unskilled
56068,White,Men,2007,Semi-Skilled
77104,White,Women,2007,Unskilled
8805,White,Men,2015,Skilled
13088,White,Women,2015,Skilled
64881,White,Men,2015,Semi-Skilled
7044,Minority,Men,2007,Semi-Skilled
48588,White,Men,2007,Unskilled
43960,White,Women,2015,Semi-Skilled
60814,White,Women,2007,Semi-Skilled
28410,White,Men,2015,Semi-Skilled
1709,White,Men,2015,Skilled
22278,White,Men,2007,Semi-Skilled
58574,White,Men,2007,Semi-Skilled
14338,White,Women,2015,Skilled
37588,White,Women,2007,Semi-Skilled
30462,White,Men,2015,Semi-Skilled
21334,Minority,Men,2007,Unskilled
42948,White,Women,2015,Semi-Skilled
8479,White,Men,2015,Skilled
41468,Minority,Men,2007,Unskilled
42342,White,Men,2015,Semi-Skilled
28649,White,Men,2015,Semi-Skilled
61670,White,Men,2015,Semi-Skilled
75461,White,Women,2007,Unskilled
2593,Minority,Men,2015,Skilled
13718,Minority,Men,2007,Semi-Skilled
25528,White,Women,2007,Semi-Skilled
22667,Minority,Women,2007,Unskilled
74421,White,Men,2007,Unskilled
2585,White,Men,2007,Skilled
56656,White,Men,2007,Semi-Skilled
6478,White,Women,2007,Skilled
63323,White,Men,2015,Semi-Skilled
41772,Minority,Men,2007,Unskilled
60142,White,Women,2007,Semi-Skilled
49415,Minority,Women,2015,Unskilled
23173,White,Men,2007,Semi-Skilled
65827,White,Women,2015,Semi-Skilled
41248,Minority,Men,2007,Unskilled
51074,Minority,Women,2015,Unskilled
9387,White,Men,2015,Skilled
42488,Minority,Women,2007,Unskilled
157,Minority,Women,2007,Skilled
4409,White,Men,2007,Skilled
34944,Minority,Women,2007,Unskilled
72250,White,Men,2007,Unskilled
66932,White,Men,2007,Unskilled
77301,White,Women,2007,Unskilled
38885,Minority,Women,2015,Unskilled
12400,Minority,Women,2015,Semi-Skilled
73299,White,Men,2007,Unskilled
39150,White,Women,2007,Semi-Skilled
39014,White,Women,2007,Semi-Skilled
44459,Minority,Women,2007,Unskilled
15652,White,Men,2007,Skilled
2605,Minority,Men,2015,Skilled
28831,White,Men,2015,Semi-Skilled
64121,White,Men,2015,Semi-Skilled
28579,White,Men,2015,Semi-Skilled
13003,White,Women,2015,Skilled
4090,Minority,Men,2007,Skilled
20407,White,Women,2015,Skilled
13064,White,Women,2015,Skilled
48507,White,Men,2007,Unskilled
36192,White,Women,2007,Semi-Skilled
24615,Minority,Men,2007,Semi-Skilled
26766,Minority,Men,2007,Semi-Skilled
20245,White,Women,2015,Skilled
72431,White,Men,2007,Unskilled
57948,White,Men,2007,Semi-Skilled
69781,White,Men,2015,Unskilled
54065,White,Men,2015,Unskilled
58997,White,Men,2007,Semi-Skilled
24964,White,Women,2007,Semi-Skilled
10427,White,Men,2015,Skilled
60398,White,Women,2007,Semi-Skilled
27552,White,Women,2007,Semi-Skilled
54379,White,Men,2015,Unskilled
55350,White,Men,2007,Semi-Skilled
41605,Minority,Men,2007,Unskilled
14777,Minority,Women,2007,Semi-Skilled
50681,White,Men,2007,Unskilled
21238,Minority,Men,2007,Unskilled
70284,White,Men,2015,Unskilled
49497,White,Men,2007,Unskilled
19511,Minority,Women,2015,Semi-Skilled
28800,Minority,Men,2015,Semi-Skilled
10608,White,Men,2015,Skilled
46555,Minority,Men,2015,Unskilled
81155,White,Women,2015,Unskilled
27505,White,Women,2007,Semi-Skilled
34627,White,Men,2007,Semi-Skilled
69536,White,Men,2015,Unskilled
9582,Minority,Women,2007,Semi-Skilled
47118,Minority,Men,2015,Unskilled
210,Minority,Men,2015,Skilled
22449,White,Men,2007,Semi-Skilled
190,Minority,Men,2015,Skilled
80230,White,Men,2015,Unskilled
46986,White,Women,2015,Semi-Skilled
52275,White,Men,2015,Unskilled
32814,White,Women,2015,Semi-Skilled
62359,White,Men,2015,Semi-Skilled
24549,White,Women,2007,Semi-Skilled
49616,White,Men,2007,Unskilled
48213,White,Men,2007,Unskilled
20360,White,Women,2015,Skilled
2679,White,Men,2007,Skilled
39042,Minority,Women,2015,Unskilled
32128,Minority,Men,2007,Unskilled
3099,Minority,Women,2015,Skilled
2796,White,Men,2007,Skilled
18256,Minority,Women,2015,Semi-Skilled
3890,White,Men,2007,Skilled
40696,White,Women,2007,Semi-Skilled
56670,White,Men,2007,Semi-Skilled
8987,White,Men,2015,Skilled
28995,White,Men,2015,Semi-Skilled
61780,White,Men,2015,Semi-Skilled
29258,Minority,Men,2015,Semi-Skilled
11122,Minority,Women,2015,Semi-Skilled
48368,White,Men,2007,Unskilled
64822,White,Men,2015,Semi-Skilled
2041,Minority,Men,2015,Skilled
75469,White,Women,2007,Unskilled
1645,Minority,Women,2007,Skilled
32105,White,Women,2015,Semi-Skilled
10493,White,Men,2015,Skilled
22328,White,Men,2007,Semi-Skilled
12671,Minority,Women,2015,Semi-Skilled
37238,Minority,Men,2015,Unskilled
42793,White,Men,2015,Semi-Skilled
8541,Minority,Women,2007,Semi-Skilled
41086,Minority,Men,2007,Unskilled
17866,White,Women,2007,Skilled
19275,White,Men,2015,Skilled
77427,White,Women,2007,Unskilled
53800,White,Men,2015,Unskilled
56467,White,Men,2007,Semi-Skilled
48921,White,Men,2007,Unskilled
31602,Minority,Women,2015,Semi-Skilled
44004,White,Women,2015,Semi-Skilled
31998,Minority,Men,2007,Unskilled
219,White,Men,2007,Skilled
48835,Minority,Women,2015,Unskilled
2247,White,Women,2015,Skilled
41502,Minority,Men,2007,Unskilled
15007,Minority,Women,2007,Semi-Skilled
21105,White,Women,2015,Skilled
73563,White,Men,2007,Unskilled
37725,Minority,Men,2015,Unskilled
5338,White,Men,2007,Skilled
67440,White,Men,2007,Unskilled
54221,White,Men,2015,Unskilled
9209,Minority,Women,2007,Semi-Skilled
55037,White,Men,2015,Unskilled
46531,White,Women,2015,Semi-Skilled
39343,Minority,Women,2015,Unskilled
45169,White,Women,2015,Semi-Skilled
21419,Minority,Men,2007,Unskilled
64179,White,Men,2015,Semi-Skilled
21643,White,Men,2007,Semi-Skilled
40414,Minority,Men,2007,Unskilled
6408,Minority,Women,2015,Skilled
3050,White,Men,2007,Skilled
72101,White,Women,2015,Unskilled
8714,White,Men,2015,Skilled
6113,Minority,Women,2015,Skilled
56924,White,Men,2007,Semi-Skilled
18296,Minority,Women,2015,Semi-Skilled
28652,Minority,Men,2015,Semi-Skilled
8692,White,Men,2015,Skilled
37067,White,Women,2007,Semi-Skilled
5327,Minority,Men,2015,Skilled
70825,White,Men,2015,Unskilled
608,White,Men,2007,Skilled
37693,White,Women,2007,Semi-Skilled
2034,Minority,Men,2015,Skilled
4665,Minority,Women,2007,Skilled
44953,Minority,Women,2007,Unskilled
19528,White,Men,2015,Skilled
71029,White,Men,2015,Unskilled
52462,White,Men,2015,Unskilled
22136,Minority,Men,2007,Unskilled
76563,White,Women,2007,Unskilled
27861,Minority,Women,2007,Semi-Skilled
58408,White,Men,2007,Semi-Skilled
41964,Minority,Men,2007,Unskilled
11752,Minority,Women,2015,Semi-Skilled
3415,White,Men,2007,Skilled
30567,Minority,Men,2015,Semi-Skilled
39967,Minority,Men,2007,Unskilled
12480,Minority,Women,2015,Semi-Skilled
19430,Minority,Women,2015,Semi-Skilled
36362,White,Women,2007,Semi-Skilled
21972,Minority,Men,2007,Unskilled
33215,Minority,Men,2007,Unskilled
83948,White,Women,2015,Unskilled
56487,White,Men,2007,Semi-Skilled
7207,Minority,Men,2007,Semi-Skilled
13857,Minority,Men,2007,Semi-Skilled
67810,White,Men,2007,Unskilled
30608,White,Men,2015,Semi-Skilled
76103,White,Women,2007,Unskilled
45187,Minority,Women,2007,Unskilled
27489,Minority,Women,2007,Semi-Skilled
20706,White,Women,2015,Skilled
45645,White,Women,2015,Semi-Skilled
9865,White,Men,2015,Skilled
76656,White,Women,2007,Unskilled
26411,Minority,Men,2007,Semi-Skilled
11606,Minority,Women,2015,Semi-Skilled
82393,White,Women,2015,Unskilled
68118,White,Men,2007,Unskilled
736,White,Men,2007,Skilled
8606,White,Men,2015,Skilled
73464,White,Men,2007,Unskilled
32183,White,Women,2015,Semi-Skilled
4850,Minority,Women,2007,Skilled
18443,White,Men,2015,Skilled
39478,Minority,Women,2015,Unskilled
50236,Minority,Women,2015,Unskilled
52273,White,Men,2015,Unskilled
33560,White,Women,2015,Semi-Skilled
57463,White,Men,2007,Semi-Skilled
45156,White,Women,2015,Semi-Skilled
10617,Minority,Men,2015,Semi-Skilled
35415,Minority,Women,2007,Unskilled
7415,White,Women,2007,Skilled
48498,White,Men,2007,Unskilled
27918,White,Men,2015,Semi-Skilled
8154,White,Women,2007,Skilled
74875,White,Women,2007,Unskilled
11895,White,Men,2015,Skilled
13951,Minority,Men,2007,Semi-Skilled
2109,White,Men,2015,Skilled
23692,Minority,Men,2015,Unskilled
79487,White,Men,2015,Unskilled
2024,Minority,Men,2015,Skilled
49561,White,Men,2007,Unskilled
12128,Minority,Women,2015,Semi-Skilled
47878,White,Women,2015,Semi-Skilled
50241,White,Men,2007,Unskilled
51892,Minority,Women,2015,Unskilled
61345,White,Men,2015,Semi-Skilled
15093,White,Men,2007,Skilled
33647,White,Women,2015,Semi-Skilled
27250,White,Women,2007,Semi-Skilled
30987,Minority,Women,2015,Semi-Skilled
9726,Minority,Men,2015,Semi-Skilled
15626,Minority,Women,2007,Semi-Skilled
29113,Minority,Men,2015,Semi-Skilled
10135,Minority,Men,2015,Semi-Skilled
7933,Minority,Women,2007,Semi-Skilled
22007,Minority,Men,2007,Unskilled
20716,White,Women,2015,Skilled
29189,White,Men,2015,Semi-Skilled
84174,White,Women,2015,Unskilled
47751,Minority,Men,2015,Unskilled
26448,Minority,Men,2007,Semi-Skilled
14579,White,Women,2015,Skilled
74286,White,Men,2007,Unskilled
2248,Minority,Men,2015,Skilled
44620,Minority,Women,2007,Unskilled
67355,White,Men,2007,Unskilled
8139,White,Women,2007,Skilled
30692,Minority,Men,2015,Semi-Skilled
30928,Minority,Women,2015,Semi-Skilled
11154,Minority,Women,2015,Semi-Skilled
42650,White,Men,2015,Semi-Skilled
6618,White,Women,2007,Skilled
31221,White,Women,2015,Semi-Skilled
75636,White,Women,2007,Unskilled
1790,White,Men,2015,Skilled
56171,White,Men,2007,Semi-Skilled
2828,Minority,Men,2015,Skilled
47805,Minority,Men,2015,Unskilled
51290,Minority,Women,2015,Unskilled
73337,White,Men,2007,Unskilled
11584,Minority,Women,2015,Semi-Skilled
61883,White,Men,2015,Semi-Skilled
25994,Minority,Men,2007,Semi-Skilled
45027,Minority,Women,2007,Unskilled
74849,White,Women,2007,Unskilled
11664,White,Men,2015,Skilled
33597,Minority,Men,2007,Unskilled
56447,White,Men,2007,Semi-Skilled
45451,Minority,Women,2007,Unskilled
36236,White,Women,2007,Semi-Skilled
73290,White,Men,2007,Unskilled
46594,Minority,Men,2015,Unskilled
8158,Minority,Women,2007,Semi-Skilled
24332,White,Men,2007,Semi-Skilled
38212,White,Women,2007,Semi-Skilled
20374,White,Women,2015,Skilled
41715,White,Men,2015,Semi-Skilled
52144,White,Men,2015,Unskilled
41838,Minority,Men,2007,Unskilled
66914,White,Men,2007,Unskilled
13105,Minority,Women,2015,Semi-Skilled
23834,Minority,Men,2015,Unskilled
3894,White,Men,2007,Skilled
12107,Minority,Women,2015,Semi-Skilled
22241,Minority,Men,2007,Unskilled
60006,White,Women,2007,Semi-Skilled
44849,Minority,Women,2007,Unskilled
53795,White,Men,2015,Unskilled
15620,White,Men,2007,Skilled
47304,Minority,Men,2015,Unskilled
6607,White,Women,2007,Skilled
21695,White,Men,2007,Semi-Skilled
34568,White,Men,2007,Semi-Skilled
42890,White,Women,2015,Semi-Skilled
20562,Minority,Women,2015,Semi-Skilled
7337,Minority,Men,2007,Semi-Skilled
81270,White,Women,2015,Unskilled
53306,White,Men,2015,Unskilled
77899,White,Women,2007,Unskilled
6062,White,Men,2007,Skilled
7120,White,Women,2007,Skilled
10838,Minority,Men,2015,Semi-Skilled
16354,White,Men,2007,Skilled
29271,Minority,Men,2015,Semi-Skilled
16076,Minority,Women,2007,Semi-Skilled
8289,Minority,Women,2007,Semi-Skilled
39762,White,Women,2007,Semi-Skilled
8518,White,Men,2015,Skilled
37541,White,Women,2007,Semi-Skilled
30491,Minority,Men,2015,Semi-Skilled
45732,Minority,Men,2015,Unskilled
33594,Minority,Men,2007,Unskilled
7786,White,Women,2007,Skilled
16797,White,Women,2007,Skilled
64943,White,Men,2015,Semi-Skilled
42687,Minority,Women,2007,Unskilled
44330,White,Women,2015,Semi-Skilled
82092,White,Women,2015,Unskilled
42595,Minority,Women,2007,Unskilled
9286,Minority,Women,2007,Semi-Skilled
12811,Minority,Women,2015,Semi-Skilled
45770,Minority,Men,2015,Unskilled
12585,White,Women,2015,Skilled
54161,White,Men,2015,Unskilled
32258,Minority,Men,2007,Unskilled
14906,White,Men,2007,Skilled
72148,White,Women,2015,Unskilled
24145,White,Men,2007,Semi-Skilled
77779,White,Women,2007,Unskilled
25726,Minority,Men,2007,Semi-Skilled
49009,Minority,Women,2015,Unskilled
19583,White,Men,2015,Skilled
21012,White,Women,2015,Skilled
75000,White,Women,2007,Unskilled
33154,Minority,Men,2007,Unskilled
48736,Minority,Women,2015,Unskilled
32777,White,Women,2015,Semi-Skilled
14664,Minority,Women,2007,Semi-Skilled
41069,White,Women,2007,Semi-Skilled
23112,Minority,Men,2015,Unskilled
23865,White,Men,2007,Semi-Skilled
22000,White,Men,2007,Semi-Skilled
2441,White,Women,2015,Skilled
10642,Minority,Men,2015,Semi-Skilled
12851,White,Women,2015,Skilled
52859,White,Men,2015,Unskilled
33062,White,Women,2015,Semi-Skilled
55237,White,Women,2015,Unskilled
16897,White,Women,2007,Skilled
57259,White,Men,2007,Semi-Skilled
14245,Minority,Women,2007,Semi-Skilled
4417,Minority,Women,2007,Skilled
12757,White,Women,2015,Skilled
75438,White,Women,2007,Unskilled
37002,Minority,Men,2015,Unskilled
76585,White,Women,2007,Unskilled
71062,White,Men,2015,Unskilled
51650,White,Women,2007,Unskilled
23353,White,Men,2007,Semi-Skilled
69592,White,Men,2015,Unskilled
4757,Minority,Women,2007,Skilled
50308,Minority,Women,2015,Unskilled
11827,Minority,Women,2015,Semi-Skilled
27150,Minority,Women,2007,Semi-Skilled
29748,White,Men,2015,Semi-Skilled
34951,Minority,Women,2007,Unskilled
8236,Minority,Women,2007,Semi-Skilled
53553,White,Men,2015,Unskilled
79814,White,Men,2015,Unskilled
14938,Minority,Women,2007,Semi-Skilled
7163,White,Women,2007,Skilled
45711,White,Women,2015,Semi-Skilled
60888,White,Women,2007,Semi-Skilled
27899,White,Men,2015,Semi-Skilled
47740,White,Women,2015,Semi-Skilled
18238,Minority,Women,2015,Semi-Skilled
51149,Minority,Women,2015,Unskilled
17252,Minority,Men,2015,Semi-Skilled
46673,White,Women,2015,Semi-Skilled
39137,White,Women,2007,Semi-Skilled
9958,Minority,Men,2015,Semi-Skilled
38639,Minority,Women,2015,Unskilled
24831,White,Women,2007,Semi-Skilled
31554,White,Women,2015,Semi-Skilled
26426,Minority,Men,2007,Semi-Skilled
83030,White,Women,2015,Unskilled
43769,White,Women,2015,Semi-Skilled
32124,White,Women,2015,Semi-Skilled
23592,White,Men,2007,Semi-Skilled
27484,White,Women,2007,Semi-Skilled
33587,Minority,Men,2007,Unskilled
13277,White,Women,2015,Skilled
73823,White,Men,2007,Unskilled
7340,White,Women,2007,Skilled
31681,Minority,Women,2015,Semi-Skilled
37229,Minority,Men,2015,Unskilled
48872,White,Men,2007,Unskilled
12713,White,Women,2015,Skilled
26688,White,Women,2007,Semi-Skilled
47933,White,Women,2015,Semi-Skilled
69304,White,Women,2007,Unskilled
30561,Minority,Men,2015,Semi-Skilled
16506,White,Women,2007,Skilled
48671,White,Men,2007,Unskilled
19361,White,Men,2015,Skilled
40774,White,Women,2007,Semi-Skilled
12195,White,Men,2015,Skilled
871,White,Men,2007,Skilled
31512,Minority,Women,2015,Semi-Skilled
51912,Minority,Women,2015,Unskilled
14916,Minority,Women,2007,Semi-Skilled
14320,White,Women,2015,Skilled
13934,Minority,Men,2007,Semi-Skilled
13540,Minority,Men,2007,Semi-Skilled
64808,White,Men,2015,Semi-Skilled
64839,White,Men,2015,Semi-Skilled
28612,Minority,Men,2015,Semi-Skilled
18626,Minority,Women,2015,Semi-Skilled
35549,White,Women,2007,Semi-Skilled
4120,Minority,Men,2007,Skilled
31952,Minority,Men,2007,Unskilled
12710,Minority,Women,2015,Semi-Skilled
64198,White,Men,2015,Semi-Skilled
76258,White,Women,2007,Unskilled
77696,White,Women,2007,Unskilled
30998,White,Women,2015,Semi-Skilled
23622,Minority,Men,2015,Unskilled
41302,White,Men,2015,Semi-Skilled
14668,White,Women,2015,Skilled
43888,Minority,Women,2007,Unskilled
4759,Minority,Women,2007,Skilled
13085,Minority,Women,2015,Semi-Skilled
40601,Minority,Men,2007,Unskilled
15564,Minority,Women,2007,Semi-Skilled
20890,White,Women,2015,Skilled
17104,Minority,Men,2015,Semi-Skilled
49695,Minority,Women,2015,Unskilled
32830,White,Women,2015,Semi-Skilled
59423,White,Men,2007,Semi-Skilled
62163,White,Men,2015,Semi-Skilled
27328,White,Women,2007,Semi-Skilled
33406,White,Women,2015,Semi-Skilled
37429,White,Women,2007,Semi-Skilled
43205,White,Women,2015,Semi-Skilled
75137,White,Women,2007,Unskilled
58464,White,Men,2007,Semi-Skilled
15026,Minority,Women,2007,Semi-Skilled
48614,White,Men,2007,Unskilled
15307,White,Men,2007,Skilled
31653,White,Women,2015,Semi-Skilled
42415,Minority,Women,2007,Unskilled
11034,White,Men,2015,Skilled
27445,White,Women,2007,Semi-Skilled
13282,White,Women,2015,Skilled
35336,White,Men,2007,Semi-Skilled
2976,Minority,Women,2015,Skilled
83944,White,Women,2015,Unskilled
7118,Minority,Men,2007,Semi-Skilled
16080,Minority,Women,2007,Semi-Skilled
80639,White,Men,2015,Unskilled
11274,White,Men,2015,Skilled
65168,White,Women,2015,Semi-Skilled
33717,White,Women,2015,Semi-Skilled
2196,Minority,Men,2015,Skilled
18041,Minority,Women,2015,Semi-Skilled
51783,Minority,Women,2015,Unskilled
12664,White,Women,2015,Skilled
32338,White,Women,2015,Semi-Skilled
14937,Minority,Women,2007,Semi-Skilled
39602,White,Women,2007,Semi-Skilled
50239,White,Men,2007,Unskilled
77526,White,Women,2007,Unskilled
50430,Minority,Women,2015,Unskilled
42212,Minority,Women,2007,Unskilled
26749,White,Women,2007,Semi-Skilled
10865,Minority,Men,2015,Semi-Skilled
37396,White,Women,2007,Semi-Skilled
42132,Minority,Men,2007,Unskilled
